Date,Open,High,Low,Close,Adj Close,Volume
2021-11-08,189.711212,197.353683,176.712799,185.190994,185.190994,38998410
2021-11-09,184.471268,186.128036,172.334473,173.004684,173.004684,35058105
2021-11-10,173.005661,184.658554,164.968643,166.670990,166.670990,39807587
2021-11-11,166.652237,178.712067,162.604446,170.378418,170.378418,33268961
2021-11-12,170.150894,170.307693,161.529449,164.056732,164.056732,26192481
2021-11-13,164.249756,166.892532,159.792648,162.950165,162.950165,20421579
2021-11-14,162.992783,165.292404,155.946091,163.090286,163.090286,21610453
2021-11-15,163.100220,163.291931,154.697296,154.921982,154.921982,20565014
2021-11-16,155.157913,155.157913,140.833450,144.910446,144.910446,33924455
2021-11-17,144.854355,152.593491,141.070740,147.561539,147.561539,30346251
2021-11-18,147.565018,147.686172,135.222137,136.551880,136.551880,27634279
2021-11-19,136.547028,144.329651,135.274078,142.768845,142.768845,24432743
2021-11-20,142.763947,145.187759,138.509857,142.917099,142.917099,19287814
2021-11-21,142.810287,146.054489,139.092346,144.398346,144.398346,18169250
2021-11-22,144.337463,144.454498,139.353043,142.242401,142.242401,23186732
2021-11-23,142.233109,143.347931,139.597229,140.886871,140.886871,20154678
2021-11-24,140.880920,141.891464,133.118149,140.122452,140.122452,20041334
2021-11-25,136.015427,143.630737,134.526276,135.593674,135.593674,22063854
2021-11-26,138.141266,139.056808,129.873245,131.115646,131.115646,22482711
2021-11-27,131.428360,137.253586,131.428360,133.794235,133.794235,15966579
2021-11-28,133.802582,140.889618,129.161362,138.814911,138.814911,23778256
2021-11-29,138.780029,140.648300,134.512115,138.805420,138.805420,20781841
2021-11-30,138.943558,139.876770,133.396072,136.730087,136.730087,20782008
2021-12-01,136.705811,136.705811,130.427490,132.566574,132.566574,18342968
2021-12-02,132.591171,132.886368,119.505608,125.959648,125.959648,27828986
2021-12-03,126.050179,127.562469,119.003349,121.083824,121.083824,17037732
2021-12-04,121.269028,123.382355,92.232971,107.591530,107.591530,38274887
2021-12-05,107.439285,107.439285,97.927719,104.292831,104.292831,18235968
2021-12-06,104.452026,108.706322,94.881393,107.805412,107.805412,26200047
2021-12-07,107.822678,110.088806,102.611618,104.130081,104.130081,19500550
2021-12-08,104.185036,109.487343,100.067596,106.672356,106.672356,19856972
2021-12-09,106.568779,109.590935,102.897369,106.423355,106.423355,18471211
2021-12-10,106.439713,106.624176,99.537773,104.843155,104.843155,19605024
2021-12-11,104.860886,104.990501,100.473442,102.140686,102.140686,14521528
2021-12-12,102.106361,102.733192,96.089607,101.009979,101.009979,15087298
2021-12-13,101.039825,101.702217,90.538452,92.960518,92.960518,19415875
2021-12-14,92.995674,92.995674,88.961777,91.069572,91.069572,15633554
2021-12-15,91.226700,96.521957,87.525871,93.018654,93.018654,16827771
2021-12-16,93.048553,96.455742,91.316437,91.329979,91.329979,14404667
2021-12-17,91.353874,103.368996,90.244392,102.246918,102.246918,15040446
2021-12-18,102.277176,102.277176,93.619263,96.340591,96.340591,14535853
2021-12-19,96.334801,97.152931,94.281403,95.585365,95.585365,10247146
2021-12-20,95.595673,99.736427,90.265907,96.580147,96.580147,15773178
2021-12-21,96.615623,99.557983,96.086929,99.320435,99.320435,14153347
2021-12-22,99.364265,107.660927,97.953262,106.089340,106.089340,15080760
2021-12-23,106.123589,107.065102,99.413979,103.094009,103.094009,16116766
2021-12-24,103.095634,105.990540,98.365356,100.713699,100.713699,16439828
2021-12-25,100.799034,102.086494,98.832664,101.075821,101.075821,12109896
2021-12-26,101.063843,103.861435,98.748543,102.447571,102.447571,10562231
2021-12-27,102.484245,104.176414,100.140190,102.356133,102.356133,12539576
2021-12-28,102.423393,102.423393,97.435570,100.032898,100.032898,15358834
2021-12-29,100.020538,101.136124,98.241432,99.781319,99.781319,12245189
2021-12-30,99.755409,99.846870,97.699440,98.402908,98.402908,10505473
2021-12-31,98.422600,101.261253,97.706383,98.550484,98.550484,16931197
2022-01-01,98.542915,104.171608,98.118011,103.939240,103.939240,10986127
2022-01-02,103.907944,103.907944,100.011673,100.566925,100.566925,10941716
2022-01-03,100.578758,102.840157,98.581314,99.914413,99.914413,12654491
2022-01-04,99.913116,101.764259,97.404716,98.172981,98.172981,12662576
2022-01-05,98.171463,100.663628,90.249802,94.447174,94.447174,14302233
2022-01-06,94.367477,95.728569,90.387848,93.069862,93.069862,13771071
2022-01-07,93.068077,93.109665,89.433533,91.864220,91.864220,13460234
2022-01-08,91.868378,92.901611,89.372955,91.277252,91.277252,10228513
2022-01-09,91.269341,91.445641,89.582718,89.755646,89.755646,9451375
2022-01-10,89.765175,90.091820,82.610039,84.880219,84.880219,14146487
2022-01-11,84.820488,89.159576,84.792618,88.396057,88.396057,13291883
2022-01-12,88.408257,98.848785,88.047096,95.289909,95.289909,16542106
2022-01-13,95.316429,97.144180,92.075882,92.882301,92.882301,12882451
2022-01-14,92.867821,93.256927,90.006783,91.620552,91.620552,10654693
2022-01-15,91.629959,94.600502,89.944817,92.341774,92.341774,10384955
2022-01-16,92.337273,93.406334,90.223915,91.524864,91.524864,10483076
2022-01-17,91.510010,91.848686,87.471634,90.255127,90.255127,11247816
2022-01-18,90.245811,90.268700,84.470917,87.023941,87.023941,13185458
2022-01-19,87.002335,87.594749,83.208092,83.844826,83.844826,12388067
2022-01-20,83.857361,87.475227,83.026878,83.026878,83.026878,11599036
2022-01-21,83.062988,83.684090,71.337494,73.528511,73.528511,16629883
2022-01-22,73.604263,75.888672,68.481544,72.932289,72.932289,22142185
2022-01-23,72.978035,79.957359,71.889610,79.372063,79.372063,16937168
2022-01-24,79.350853,82.309746,76.889717,82.309746,82.309746,18658928
2022-01-25,76.164444,81.133553,74.389664,80.840905,80.840905,17798048
