Date,Open,High,Low,Close,Adj Close,Volume
2021-05-03,1595.039429,1934.506836,745.786865,868.509094,868.509094,12855807
2021-05-04,871.947144,989.778870,667.060242,668.547913,668.547913,59413327
2021-05-05,668.460938,696.615601,618.656555,625.943604,625.943604,34758716
2021-05-06,625.412476,630.354797,561.890442,582.085144,582.085144,26384044
2021-05-07,582.540161,1189.217651,578.884827,957.285400,957.285400,139485471
2021-05-08,969.088684,1443.558350,969.088684,1346.061768,1346.061768,161627609
2021-05-09,1345.786865,1354.146362,1038.105103,1154.718262,1154.718262,81816074
2021-05-10,1158.645752,1186.250122,903.226013,1132.675415,1132.675415,87473098
2021-05-11,1135.953857,1182.943970,992.124146,1022.055237,1022.055237,54116658
2021-05-12,1020.479309,1132.233154,932.113464,1035.579102,1035.579102,60674948
2021-05-13,1027.709473,1187.312500,927.276733,1064.708740,1064.708740,86701751
2021-05-14,1065.234741,1692.615723,1065.234741,1595.304077,1595.304077,447967402
2021-05-15,1599.944946,1685.518799,1514.007568,1551.230469,1551.230469,189058874
2021-05-16,1552.142822,1576.687378,1307.558960,1433.644043,1433.644043,111945131
2021-05-17,1433.954590,1450.460938,1240.984863,1306.897339,1306.897339,98986147
2021-05-18,1306.887573,1386.348267,1259.940674,1293.308960,1293.308960,87450902
2021-05-19,1295.267822,1316.951050,688.430908,917.401794,917.401794,147714997
2021-05-20,917.563904,1100.605469,830.872437,1003.645935,1003.645935,93101064
2021-05-21,1007.107605,1047.118896,782.847351,862.465454,862.465454,88593081
2021-05-22,868.058167,874.102905,775.741272,839.068542,839.068542,46626741
2021-05-23,839.275269,841.733093,614.001343,730.353760,730.353760,63272933
2021-05-24,729.830383,931.894592,701.520081,883.557617,883.557617,65189613
2021-05-25,883.812134,903.875977,754.383057,819.090393,819.090393,54724394
2021-05-26,819.793884,863.049316,804.740601,843.961365,843.961365,46112197
2021-05-27,843.778564,844.752502,790.778015,806.524353,806.524353,34433515
2021-05-28,806.743835,811.468750,749.724365,767.668640,767.668640,35038025
2021-05-29,767.386108,817.626404,761.797546,788.994812,788.994812,44745804
2021-05-30,789.588989,806.183777,771.183716,783.735474,783.735474,32727907
2021-05-31,783.825684,787.974976,760.672302,772.808655,772.808655,36971160
2021-06-01,772.836853,777.543091,694.108276,696.089050,696.089050,46276955
2021-06-02,696.209900,729.707825,668.861145,693.530396,693.530396,50140608
2021-06-03,693.714905,753.886475,685.489441,736.068970,736.068970,47619834
2021-06-04,736.428284,736.575317,687.456055,694.596924,694.596924,39387255
2021-06-05,694.509705,716.944092,676.625244,679.369995,679.369995,29784014
2021-06-06,679.340088,683.899231,656.203735,657.096863,657.096863,27830183
2021-06-07,657.136353,679.632751,579.625977,584.504883,584.504883,41545851
2021-06-08,584.601257,609.236328,517.634338,553.867432,553.867432,47192575
2021-06-09,553.328308,571.526123,529.422668,556.722168,556.722168,33618279
2021-06-10,557.035217,561.454651,512.306152,516.176514,516.176514,30139137
2021-06-11,516.153625,522.166687,416.810364,434.626617,434.626617,46533810
2021-06-12,434.301361,445.467163,400.998230,414.840485,414.840485,31755705
2021-06-13,414.732605,426.106567,370.971954,413.570282,413.570282,39303069
2021-06-14,413.356018,442.805420,394.001465,413.308472,413.308472,38075625
2021-06-15,428.699615,438.923645,416.096588,432.323578,432.323578,33425905
2021-06-16,422.128540,425.698059,405.707611,413.586426,413.586426,25117003
2021-06-17,413.692413,435.245575,412.647675,416.068115,416.068115,25137162
2021-06-18,416.070404,423.762543,386.641296,397.146118,397.146118,25655247
2021-06-19,397.119904,406.530273,387.394196,388.532074,388.532074,22754476
2021-06-20,388.909729,389.076691,324.350708,347.359039,347.359039,34341747
2021-06-21,346.055206,346.670990,232.441986,232.963242,232.963242,46078434
2021-06-22,232.879684,270.117828,202.198959,228.343369,228.343369,48259544
2021-06-23,228.950195,334.232574,223.312515,316.577820,316.577820,46676451
2021-06-24,320.292786,325.090302,282.650391,314.785309,314.785309,36787107
2021-06-25,315.233643,320.672699,282.738098,287.152374,287.152374,28907779
2021-06-26,286.980774,300.737762,257.326324,275.300415,275.300415,25879987
2021-06-27,275.098419,279.047577,262.690094,276.874329,276.874329,18916958
2021-06-28,277.133972,287.429932,272.528351,274.100098,274.100098,20288843
2021-06-29,274.211731,325.949554,273.099945,309.587067,309.587067,31358131
2021-06-30,309.580811,311.307465,278.096130,291.811218,291.811218,22081869
2021-07-01,291.806763,291.806763,274.001740,282.716064,282.716064,18308283
2021-07-02,282.824158,283.663025,269.895172,281.406494,281.406494,11277881
2021-07-03,281.090637,310.632874,278.319214,299.928741,299.928741,33780657
2021-07-04,300.025726,306.788849,294.649231,295.151672,295.151672,33006666
2021-07-05,295.003418,295.003418,279.224976,287.781799,287.781799,27072758
2021-07-06,287.773193,294.064240,278.406036,282.879425,282.879425,33232086
2021-07-07,282.739960,287.764954,280.204834,280.631134,280.631134,31595299
2021-07-08,280.652679,295.213562,275.465546,281.597076,281.597076,40221714
2021-07-09,281.672516,281.755219,266.602753,274.575867,274.575867,33993034
2021-07-10,274.471893,277.723053,256.188934,261.756500,261.756500,25361380
2021-07-11,261.654663,265.303986,257.128448,258.911713,258.911713,26718307
2021-07-12,258.942139,262.072418,233.273682,239.553528,239.553528,28577127
2021-07-13,239.493805,242.859955,228.661697,230.060516,230.060516,21019535
2021-07-14,229.951660,242.043991,210.476135,231.956345,231.956345,15328907
2021-07-15,231.983368,234.809052,211.324478,217.580368,217.580368,13452177
2021-07-16,217.775681,224.184021,207.049911,208.501083,208.501083,22974341
2021-07-17,208.419250,212.623962,203.681351,210.296143,210.296143,23090121
2021-07-18,210.300354,235.283417,204.496948,205.933655,205.933655,21449322
2021-07-19,205.894577,207.135300,165.414032,180.828140,180.828140,36932608
2021-07-20,181.037842,189.020813,161.157623,174.461700,174.461700,39360030
2021-07-21,174.441956,193.917099,171.083664,183.788971,183.788971,36324671
2021-07-22,183.829163,186.716583,176.066360,181.165161,181.165161,27965817
2021-07-23,181.172470,183.819595,173.794525,180.359100,180.359100,23923539
2021-07-24,180.403320,189.439667,179.998047,188.249847,188.249847,25730970
2021-07-25,188.257141,188.257141,179.459518,183.411606,183.411606,22522489
2021-07-26,183.640060,204.910049,182.962997,197.498337,197.498337,38162650
2021-07-27,197.342194,199.204208,184.863113,191.229599,191.229599,30123047
2021-07-28,191.306168,194.092239,189.357208,191.545181,191.545181,23175726
2021-07-29,191.544662,203.306274,189.101883,200.775360,200.775360,30934434
2021-07-30,200.855331,287.271210,200.063644,283.324371,283.324371,88404103
2021-07-31,283.011536,284.811615,244.246811,265.375092,265.375092,56892356
2021-08-01,264.453888,266.375610,225.229416,233.500580,233.500580,41629975
2021-08-02,233.804001,237.688477,226.240921,226.889801,226.889801,31878121
2021-08-03,226.937408,233.467087,212.390442,220.969208,220.969208,32869536
2021-08-04,221.294907,236.692917,214.335724,231.357880,231.357880,33862011
2021-08-05,231.424088,232.473236,220.188171,230.055740,230.055740,29988313
2021-08-06,230.014069,269.326691,225.743973,254.563782,254.563782,43958461
2021-08-07,254.389282,277.037659,249.008102,268.931824,268.931824,51987001
2021-08-08,269.141724,271.284698,233.211334,242.830200,242.830200,39625146
2021-08-09,243.251953,275.967285,234.937668,263.104309,263.104309,51253016
2021-08-10,262.896484,269.791962,247.327271,255.867386,255.867386,44272243
2021-08-11,255.904816,280.048920,255.430283,266.477600,266.477600,50206295
2021-08-12,266.421631,294.749847,253.650497,268.927216,268.927216,58694332
2021-08-13,268.649078,280.294983,264.619446,278.692017,278.692017,44037572
2021-08-14,278.527496,279.651886,260.609863,269.675262,269.675262,33591057
2021-08-15,269.685242,271.457489,255.862762,267.750244,267.750244,29640148
2021-08-16,267.462433,273.240021,260.801666,264.528564,264.528564,36012462
2021-08-17,263.818756,268.029144,248.117676,248.781601,248.781601,36090342
2021-08-18,248.794769,253.156631,235.156052,243.669678,243.669678,35941729
2021-08-19,243.645370,248.786606,236.777023,247.438141,247.438141,26772167
2021-08-20,247.443939,258.901276,246.072708,255.835846,255.835846,29555825
2021-08-21,255.724625,258.081970,248.199341,257.917236,257.917236,22536668
2021-08-22,257.826813,264.064575,249.244965,256.796661,256.796661,29945852
2021-08-23,256.488770,262.653687,254.384552,259.000214,259.000214,28202701
2021-08-24,259.057465,276.243683,250.167496,254.114136,254.114136,45145481
2021-08-25,254.305435,264.451538,249.090942,254.442627,254.442627,32996957
2021-08-26,253.838211,257.465057,241.238846,246.015472,246.015472,26783149
2021-08-27,245.961411,254.548462,239.782562,253.790924,253.790924,25509090
2021-08-28,253.741089,254.231964,242.490616,244.573578,244.573578,19313643
2021-08-29,244.689209,248.591110,237.958984,242.634598,242.634598,22099751
2021-08-30,242.475327,242.475327,220.910355,222.159515,222.159515,25040849
2021-08-31,221.838409,229.722992,191.288635,221.823395,221.823395,53380666
2021-09-01,221.942596,227.336823,214.966034,224.829193,224.829193,27237791
2021-09-02,224.853745,225.462875,219.396530,222.583511,222.583511,25214305
2021-09-03,222.543839,225.658722,216.520432,218.946091,218.946091,27668103
2021-09-04,218.931122,226.391922,217.243790,224.617996,224.617996,26601494
2021-09-05,224.557602,273.512512,224.069550,261.804321,261.804321,90404550
2021-09-06,261.821472,288.941284,252.400177,254.889877,254.889877,77662482
2021-09-07,254.868286,256.168671,201.126389,222.855865,222.855865,97750935
2021-09-08,222.585754,227.831802,205.391602,216.559265,216.559265,69831131
2021-09-09,212.368134,227.202438,210.958023,222.310852,222.310852,47635842
2021-09-10,222.629227,226.048096,200.463058,209.360992,209.360992,48169159
2021-09-11,209.342926,214.731201,205.370850,212.180969,212.180969,32315988
2021-09-12,212.140030,218.178040,207.367599,212.093735,212.093735,33741923
2021-09-13,212.117233,213.287674,198.271790,208.072861,208.072861,39914239
2021-09-14,208.056839,215.598587,205.945343,214.738266,214.738266,30045893
2021-09-15,214.692520,215.984985,209.650818,213.927460,213.927460,24600921
2021-09-16,213.892624,215.699326,209.941101,213.010376,213.010376,24118536
2021-09-17,213.035248,224.170242,208.086746,214.892578,214.892578,30661457
2021-09-18,214.955215,219.555130,211.650696,212.336502,212.336502,21979848
2021-09-19,212.359482,213.877594,209.815308,211.000519,211.000519,18294843
2021-09-20,210.914322,211.101364,184.859253,196.688675,196.688675,47975344
2021-09-21,197.484680,216.423431,188.177643,200.143845,200.143845,55897667
2021-09-22,200.020554,211.332397,199.766174,209.674667,209.674667,29886145
2021-09-23,209.680313,212.625168,201.646133,205.804993,205.804993,25879722
2021-09-24,205.813858,206.692139,186.950638,190.659027,190.659027,35977669
2021-09-25,190.613815,192.207535,180.168823,185.518051,185.518051,26180883
2021-09-26,185.516037,185.516037,132.805984,157.744659,157.744659,59906837
2021-09-27,157.643875,164.809357,152.046448,158.405167,158.405167,34527805
2021-09-28,158.613892,159.056564,142.714233,143.836624,143.836624,32168399
2021-09-29,143.947235,152.044815,143.062973,146.496368,146.496368,31101485
2021-09-30,146.497589,150.945038,146.164688,149.818253,149.818253,26366330
2021-10-01,149.818329,164.501846,149.353088,164.219543,164.219543,25441307
2021-10-02,164.216141,171.281754,159.079498,161.516418,161.516418,24946375
2021-10-03,161.415451,170.988739,157.774139,165.122559,165.122559,25347391
2021-10-04,165.187073,165.616348,159.901215,163.742661,163.742661,28940357
2021-10-05,163.813156,178.768280,163.658356,176.026611,176.026611,33409429
2021-10-06,176.006821,176.006821,163.109787,168.432251,168.432251,37605469
2021-10-07,168.400940,171.792618,161.970352,166.875427,166.875427,29963862
2021-10-08,166.846054,177.878159,163.765717,171.665680,171.665680,31894940
2021-10-09,171.669434,176.197372,166.585831,168.227829,168.227829,22186894
2021-10-10,168.189102,168.223999,157.888336,158.491135,158.491135,20768906
2021-10-11,158.498337,162.870117,156.003845,161.255676,161.255676,28077018
2021-10-12,161.282547,161.772537,148.158615,154.678162,154.678162,27425145
2021-10-13,154.676056,157.370346,147.544373,154.959045,154.959045,27904594
2021-10-14,154.955383,159.103699,153.148605,158.190720,158.190720,24398871
2021-10-15,158.209808,159.970230,154.130768,157.499725,157.499725,21547382
2021-10-16,157.497253,165.101196,155.513367,162.486359,162.486359,17999114
2021-10-17,162.467255,163.013626,152.392319,154.910919,154.910919,17425736
2021-10-18,154.929825,156.811340,149.902817,152.494858,152.494858,17027203
2021-10-19,152.486206,153.160156,148.219055,150.498703,150.498703,15815379
2021-10-20,150.428192,156.775116,147.631760,152.474594,152.474594,16386967
2021-10-21,152.630005,166.906036,150.265823,156.152771,156.152771,28291197
2021-10-22,156.129745,162.582169,152.272202,153.818039,153.818039,18620602
2021-10-23,153.823380,154.144806,150.748352,151.254257,151.254257,12025571
2021-10-24,151.266327,153.989929,146.175476,151.372314,151.372314,14744055
2021-10-25,151.368317,152.089752,149.712555,150.647369,150.647369,13641581
2021-10-26,150.633728,151.228867,147.407608,147.646027,147.646027,15468909
2021-10-27,147.987808,148.673904,130.195236,135.324295,135.324295,36434972
2021-10-28,135.344696,141.226654,131.409958,136.718643,136.718643,35640969
2021-10-29,136.742264,140.457489,134.304443,137.578384,137.578384,19549540
2021-10-30,137.551178,137.721298,132.689240,133.315445,133.315445,15584005
2021-10-31,133.329010,153.508301,133.189270,145.423203,145.423203,32196144
2021-11-01,145.414795,148.337540,142.470932,143.729233,143.729233,21079865
2021-11-02,143.757034,158.146820,142.565979,154.803879,154.803879,27513965
2021-11-03,154.870377,165.941345,146.654861,165.566681,165.566681,31978958
2021-11-04,165.500473,230.136917,158.170212,215.015686,215.015686,116592862
2021-11-05,214.781082,221.544876,176.941284,190.294464,190.294464,94077718
2021-11-06,190.269653,195.002487,179.829346,190.771500,190.771500,38229841
2021-11-07,190.905182,195.805984,185.204376,189.667191,189.667191,29566385
